CRIM,ZN,INDUS,NOX,RM,AGE,DIS,TAX,PTRATIO,B,LSTAT,month
29.01539021066498,0.0,18.1,0.9497553513351119,8.229234286830646,76.5,6.005420253255222,1003.0742321099181,20.2,48.45,22.74,2024-05-01
28.290490210664977,0.0,18.1,0.9497553513351119,7.816234286830646,100.0,6.070320253255222,1003.0742321099181,20.2,318.75,15.02,2024-05-01
24.22568021066498,0.0,18.1,0.9497553513351119,7.411234286830647,95.3,6.086020253255222,1003.0742321099181,20.2,319.98,15.7,2024-05-01
29.251290210664976,0.0,18.1,0.8457553513351119,7.053234286830646,87.6,6.162620253255222,1003.0742321099181,20.2,291.55,14.1,2024-05-01
24.253510210664977,0.0,18.1,0.8457553513351119,7.508234286830646,85.1,6.233220253255221,1003.0742321099181,20.2,2.52,23.29,2024-05-01
25.99521021066498,0.0,18.1,0.8157553513351119,6.970234286830647,70.6,6.274920253255221,1003.0742321099181,20.2,3.65,17.16,2024-05-01
33.06339021066498,0.0,18.1,0.910755351335112,7.301234286830646,95.4,6.121020253255222,1003.0742321099181,20.2,7.68,24.39,2024-05-01
29.450290210664978,0.0,18.1,0.8157553513351119,7.242234286830646,59.7,6.209020253255222,1003.0742321099181,20.2,24.65,15.69,2024-05-01
54.864990210664985,0.0,18.1,0.910755351335112,7.607234286830646,78.7,6.074320253255221,1003.0742321099181,20.2,18.82,14.52,2024-05-01
24.57020021066498,0.0,18.1,0.910755351335112,7.598234286830646,78.1,6.147020253255222,1003.0742321099181,20.2,96.73,21.52,2024-05-01
26.541980210664978,0.0,18.1,0.910755351335112,7.785234286830646,95.6,6.179620253255221,1003.0742321099181,20.2,60.72,24.08,2024-05-01
25.695220210664978,0.0,18.1,0.8157553513351119,7.753234286830646,86.1,6.264120253255221,1003.0742321099181,20.2,83.45,17.64,2024-05-01
27.26539021066498,0.0,18.1,0.8157553513351119,8.238234286830647,94.3,6.299620253255222,1003.0742321099181,20.2,81.33,19.69,2024-05-01
23.64714021066498,0.0,18.1,0.8157553513351119,7.830234286830646,74.8,6.411820253255222,1003.0742321099181,20.2,97.95,12.03,2024-05-01
22.78416021066498,0.0,18.1,0.9447553513351119,7.841234286830646,87.9,6.527220253255221,1003.0742321099181,20.2,100.19,16.22,2024-05-01
31.116490210664978,0.0,18.1,0.9447553513351119,7.613234286830647,95.0,6.433620253255222,1003.0742321099181,20.2,100.63,15.17,2024-05-01
28.363490210664978,0.0,18.1,0.9717553513351119,8.034234286830646,94.6,6.336120253255221,1003.0742321099181,20.2,109.85,23.27,2024-05-01
31.623890210664978,0.0,18.1,0.9717553513351119,7.866234286830647,93.3,6.214020253255222,1003.0742321099181,20.2,27.49,18.05,2024-05-01
32.38029021066498,0.0,18.1,0.9717553513351119,7.557234286830647,100.0,6.125620253255222,1003.0742321099181,20.2,9.32,26.45,2024-05-01
30.88119021066498,0.0,18.1,0.9717553513351119,7.340234286830646,87.9,6.032020253255221,1003.0742321099181,20.2,68.95,34.02,2024-05-01
26.593720210664976,0.0,18.1,0.9717553513351119,7.032234286830646,93.9,6.028620253255221,1003.0742321099181,20.2,396.9,22.88,2024-05-01
39.25419021066498,0.0,18.1,0.9717553513351119,7.223234286830646,92.4,6.077620253255222,1003.0742321099181,20.2,391.45,22.11,2024-05-01
26.92727021066498,0.0,18.1,0.9717553513351119,7.811234286830646,97.2,6.276520253255222,1003.0742321099181,20.2,385.96,19.52,2024-05-01
22.86946021066498,0.0,18.1,0.9717553513351119,7.624234286830647,100.0,6.216220253255221,1003.0742321099181,20.2,395.69,16.59,2024-05-01
27.169630210664977,0.0,18.1,0.9717553513351119,7.890234286830647,100.0,6.189820253255221,1003.0742321099181,20.2,386.73,18.85,2024-05-01
30.005390210664977,0.0,18.1,0.9717553513351119,7.2592342868306465,96.6,6.107020253255222,1003.0742321099181,20.2,240.52,23.79,2024-05-01
27.87489021066498,0.0,18.1,0.9717553513351119,7.864234286830646,94.8,6.199320253255221,1003.0742321099181,20.2,43.06,23.98,2024-05-01
23.49116021066498,0.0,18.1,0.9717553513351119,7.746234286830647,96.4,6.283420253255222,1003.0742321099181,20.2,318.01,17.79,2024-05-01
27.127940210664978,0.0,18.1,0.9717553513351119,7.656234286830647,96.6,6.409420253255222,1003.0742321099181,20.2,388.52,16.44,2024-05-01
26.53218021066498,0.0,18.1,0.9447553513351119,7.590234286830646,98.7,6.473020253255221,1003.0742321099181,20.2,396.9,18.13,2024-05-01
24.729100210664978,0.0,18.1,0.9447553513351119,7.822234286830646,98.3,6.396420253255222,1003.0742321099181,20.2,304.21,19.31,2024-05-01
23.92081021066498,0.0,18.1,0.9447553513351119,8.154234286830647,92.6,6.5350202532552215,1003.0742321099181,20.2,0.32,17.44,2024-05-01
22.64423021066498,0.0,18.1,0.9447553513351119,8.060234286830648,98.2,6.566620253255222,1003.0742321099181,20.2,355.29,17.73,2024-05-01
22.29326021066498,0.0,18.1,0.9447553513351119,7.702234286830646,91.8,6.5796202532552215,1003.0742321099181,20.2,385.09,17.27,2024-05-01
25.45118021066498,0.0,18.1,0.9447553513351119,8.798234286830647,99.3,6.664120253255222,1003.0742321099181,20.2,375.87,16.74,2024-05-01
26.716720210664977,0.0,18.1,0.9447553513351119,8.133234286830646,94.1,6.707520253255222,1003.0742321099181,20.2,6.68,18.71,2024-05-01
21.955460210664977,0.0,18.1,0.9447553513351119,7.930234286830647,86.5,6.647220253255222,1003.0742321099181,20.2,50.92,18.13,2024-05-01
21.871920210664978,0.0,18.1,0.9447553513351119,7.381234286830646,87.9,6.792020253255222,1003.0742321099181,20.2,10.48,19.01,2024-05-01
25.403670210664977,0.0,18.1,0.9447553513351119,7.341234286830646,80.3,6.990620253255221,1003.0742321099181,20.2,3.5,16.94,2024-05-01
24.95532021066498,0.0,18.1,0.9447553513351119,7.706234286830647,83.7,6.994520253255222,1003.0742321099181,20.2,272.21,16.23,2024-05-01
24.004260210664977,0.0,18.1,0.9447553513351119,7.486234286830647,84.4,6.928920253255221,1003.0742321099181,20.2,396.9,14.7,2024-05-01
22.015220210664978,0.0,18.1,0.9447553513351119,8.106234286830647,90.0,6.808920253255222,1003.0742321099181,20.2,255.23,16.42,2024-05-01
20.89620021066498,0.0,18.1,0.9447553513351119,7.781234286830647,88.4,6.778520253255222,1003.0742321099181,20.2,391.43,14.65,2024-05-01
23.85801021066498,0.0,18.1,0.9447553513351119,7.722234286830647,83.0,6.945820253255222,1003.0742321099181,20.2,396.9,13.99,2024-05-01
23.024240210664978,0.0,18.1,0.9447553513351119,7.918234286830646,89.9,7.013020253255222,1003.0742321099181,20.2,393.82,10.29,2024-05-01
25.04241021066498,0.0,18.1,0.886755351335112,7.614234286830646,65.4,7.174820253255222,1003.0742321099181,20.2,396.9,13.22,2024-05-01
20.366690210664977,0.0,18.1,0.886755351335112,7.164234286830647,48.2,7.277920253255221,1003.0742321099181,20.2,334.4,14.13,2024-05-01
20.978070210664978,0.0,18.1,0.886755351335112,7.357234286830646,84.7,7.082920253255222,1003.0742321099181,20.2,22.01,17.15,2024-05-01
21.62537021066498,0.0,18.1,0.8157553513351119,7.4082342868306466,94.5,6.751720253255222,1003.0742321099181,20.2,331.29,21.32,2024-05-01
32.77879021066498,0.0,18.1,0.8117553513351119,7.331234286830647,71.0,7.119820253255222,1003.0742321099181,20.2,368.74,18.13,2024-05-01
30.27819021066498,0.0,18.1,0.8117553513351119,7.1182342868306465,56.7,7.035120253255222,1003.0742321099181,20.2,396.9,14.76,2024-05-01
21.55188021066498,0.0,18.1,0.8117553513351119,7.572234286830646,84.0,7.244820253255222,1003.0742321099181,20.2,396.9,16.29,2024-05-01
21.241500210664977,0.0,18.1,0.763755351335112,7.6342342868306465,90.7,7.310720253255221,1003.0742321099181,20.2,395.33,12.87,2024-05-01
20.77177021066498,0.0,18.1,0.8117553513351119,7.842234286830647,75.0,7.107920253255221,1003.0742321099181,20.2,393.37,14.36,2024-05-01
21.849980210664977,0.0,18.1,0.8457553513351119,8.385234286830647,67.6,6.744320253255221,1003.0742321099181,20.2,374.68,11.66,2024-05-01
25.258880210664977,0.0,18.1,0.8157553513351119,6.832234286830646,95.4,6.641220253255222,1003.0742321099181,20.2,352.58,18.14,2024-05-01
23.596210210664978,0.0,18.1,0.8157553513351119,7.567234286830646,97.4,6.417420253255221,1003.0742321099181,20.2,302.76,24.1,2024-05-01
22.07450021066498,0.0,18.1,0.8457553513351119,7.889234286830646,93.6,6.5167202532552215,1003.0742321099181,20.2,396.21,18.68,2024-05-01
32.22649021066498,0.0,18.1,0.8457553513351119,6.709234286830647,97.3,6.312120253255221,1003.0742321099181,20.2,349.48,24.91,2024-05-01
27.43609021066498,0.0,18.1,0.8457553513351119,7.590234286830646,96.7,6.381920253255222,1003.0742321099181,20.2,379.7,18.03,2024-05-01
31.53679021066498,0.0,18.1,0.8457553513351119,7.6342342868306465,88.0,6.162620253255222,1003.0742321099181,20.2,383.32,13.11,2024-05-01
23.02710021066498,0.0,18.1,0.763755351335112,7.647234286830646,64.7,7.6356202532552215,1003.0742321099181,20.2,396.9,10.74,2024-05-01
22.911270210664977,0.0,18.1,0.763755351335112,8.155234286830646,74.9,7.543120253255221,1003.0742321099181,20.2,393.07,7.74,2024-05-01
22.934250210664977,0.0,18.1,0.763755351335112,8.466234286830646,77.0,7.622020253255222,1003.0742321099181,20.2,395.28,7.01,2024-05-01
20.02147021066498,0.0,18.1,0.763755351335112,7.167234286830646,40.3,8.309720253255222,1003.0742321099181,20.2,392.92,10.42,2024-05-01
19.581660210664978,0.0,18.1,0.8147553513351119,7.276234286830647,41.9,7.935420253255222,1003.0742321099181,20.2,370.73,13.34,2024-05-01
20.87676021066498,0.0,18.1,0.8147553513351119,7.717234286830647,51.9,8.203120253255221,1003.0742321099181,20.2,388.62,10.58,2024-05-01
22.894840210664977,0.0,18.1,0.8147553513351119,7.519234286830646,79.8,7.757320253255221,1003.0742321099181,20.2,392.68,14.98,2024-05-01
22.03876021066498,0.0,18.1,0.8147553513351119,7.310234286830647,53.2,7.363720253255222,1003.0742321099181,20.2,388.22,11.45,2024-05-01
17.35395021066498,0.0,27.74,0.8407553513351119,6.859234286830646,92.7,6.032320253255222,1048.074232109918,20.1,395.09,18.06,2024-05-01
17.38646021066498,0.0,27.74,0.8407553513351119,6.819234286830646,98.3,5.9668202532552215,1048.074232109918,20.1,344.05,23.97,2024-05-01
17.41055021066498,0.0,27.74,0.8407553513351119,6.498234286830646,98.0,6.034020253255221,1048.074232109918,20.1,318.43,29.68,2024-05-01
17.30883021066498,0.0,27.74,0.8407553513351119,7.388234286830646,98.8,6.079520253255222,1048.074232109918,20.1,390.11,18.07,2024-05-01
17.314410210664978,0.0,27.74,0.8407553513351119,7.388234286830646,83.5,6.321320253255221,1048.074232109918,20.1,396.9,13.35,2024-05-01
17.37640021066498,0.0,9.69,0.8167553513351119,7.112234286830646,54.0,6.593120253255222,728.0742321099181,19.2,396.9,12.01,2024-05-01
17.482660210664978,0.0,9.69,0.8167553513351119,7.331234286830647,42.6,6.593120253255222,728.0742321099181,19.2,396.9,13.59,2024-05-01
17.382080210664977,0.0,9.69,0.8167553513351119,7.075234286830646,28.8,7.010020253255222,728.0742321099181,19.2,393.29,17.6,2024-05-01
17.49269021066498,0.0,9.69,0.8167553513351119,6.795234286830646,72.9,7.010020253255222,728.0742321099181,19.2,396.9,21.14,2024-05-01
17.47147021066498,0.0,9.69,0.8167553513351119,7.199234286830646,70.6,7.104120253255221,728.0742321099181,19.2,396.9,14.1,2024-05-01
17.442210210664978,0.0,9.69,0.8167553513351119,7.424234286830647,65.3,6.620520253255222,728.0742321099181,19.2,396.9,12.92,2024-05-01
17.38092021066498,0.0,9.69,0.8167553513351119,6.974234286830646,73.5,6.611320253255222,728.0742321099181,19.2,395.77,15.1,2024-05-01
17.42747021066498,0.0,9.69,0.8167553513351119,7.432234286830647,79.7,6.709620253255222,728.0742321099181,19.2,396.9,14.33,2024-05-01
17.265720210664977,0.0,11.93,0.8047553513351119,7.998234286830646,69.1,6.690020253255222,610.0742321099181,21.0,391.99,9.67,2024-05-01
17.248360210664977,0.0,11.93,0.8047553513351119,7.5252342868306465,76.7,6.498920253255221,610.0742321099181,21.0,396.9,9.08,2024-05-01
17.263850210664977,0.0,11.93,0.8047553513351119,8.381234286830647,91.0,6.378920253255222,610.0742321099181,21.0,396.9,5.64,2024-05-01
17.31268021066498,0.0,11.93,0.8047553513351119,8.199234286830647,89.3,6.600320253255221,610.0742321099181,21.0,393.45,6.48,2024-05-01
17.250500210664978,0.0,11.93,0.8047553513351119,7.435234286830647,80.8,6.7164202532552215,610.0742321099181,21.0,396.9,7.88,2024-05-01
17.209410210664977,18.0,2.31,0.769755351335112,7.980234286830647,65.2,8.301420253255221,633.0742321099181,15.3,396.9,4.98,2024-06-01
17.23040021066498,0.0,7.07,0.7007553513351119,7.826234286830647,78.9,9.178520253255222,579.0742321099181,17.8,396.9,9.14,2024-06-01
17.23038021066498,0.0,7.07,0.7007553513351119,8.590234286830647,61.1,9.178520253255222,579.0742321099181,17.8,392.83,4.03,2024-06-01
17.23546021066498,0.0,2.18,0.6897553513351119,8.403234286830648,45.8,10.27362025325522,559.0742321099181,18.7,394.63,2.94,2024-06-01
17.27214021066498,0.0,2.18,0.6897553513351119,8.552234286830647,54.2,10.27362025325522,559.0742321099181,18.7,396.9,5.33,2024-06-01
17.232940210664978,0.0,2.18,0.6897553513351119,7.835234286830646,58.7,10.27362025325522,559.0742321099181,18.7,394.12,5.21,2024-06-01
17.29138021066498,12.5,7.87,0.755755351335112,7.417234286830646,66.6,9.771920253255221,648.0742321099181,15.2,395.6,12.43,2024-06-01
17.347640210664977,12.5,7.87,0.755755351335112,7.577234286830646,96.1,10.161920253255222,648.0742321099181,15.2,396.9,19.15,2024-06-01
17.41433021066498,12.5,7.87,0.755755351335112,7.036234286830647,100.0,10.29352025325522,648.0742321099181,15.2,386.63,29.93,2024-06-01
17.37313021066498,12.5,7.87,0.755755351335112,7.409234286830646,85.9,10.803520253255222,648.0742321099181,15.2,386.71,17.1,2024-06-01
17.427980210664977,12.5,7.87,0.755755351335112,7.782234286830646,94.3,10.558120253255222,648.0742321099181,15.2,392.52,20.45,2024-06-01
17.32056021066498,12.5,7.87,0.755755351335112,7.414234286830647,82.9,10.43812025325522,648.0742321099181,15.2,396.9,13.27,2024-06-01
17.296870210664977,12.5,7.87,0.755755351335112,7.294234286830647,39.0,9.66232025325522,648.0742321099181,15.2,390.5,15.71,2024-06-01
17.83285021066498,0.0,8.14,0.769755351335112,7.354234286830646,61.8,8.918920253255221,644.0742321099181,21.0,396.9,8.26,2024-06-01
17.841050210664978,0.0,8.14,0.769755351335112,7.5012342868306465,84.5,8.673320253255222,644.0742321099181,21.0,380.02,10.26,2024-06-01
17.830480210664977,0.0,8.14,0.769755351335112,7.239234286830646,56.5,8.710020253255221,644.0742321099181,21.0,395.62,8.47,2024-06-01
18.25702021066498,0.0,8.14,0.769755351335112,7.340234286830646,29.3,8.710020253255221,644.0742321099181,21.0,386.85,6.58,2024-06-01
17.987290210664977,0.0,8.14,0.769755351335112,7.395234286830647,81.7,8.469320253255223,644.0742321099181,21.0,386.75,14.67,2024-06-01
18.00580021066498,0.0,8.14,0.769755351335112,6.861234286830647,36.6,8.007920253255222,644.0742321099181,21.0,288.99,11.69,2024-06-01
17.928890210664978,0.0,8.14,0.769755351335112,7.132234286830647,69.5,8.007920253255222,644.0742321099181,21.0,390.95,11.28,2024-06-01
18.454880210664978,0.0,8.14,0.769755351335112,6.975234286830647,98.1,8.009320253255222,644.0742321099181,21.0,376.57,21.02,2024-06-01
18.055130210664977,0.0,8.14,0.769755351335112,7.370234286830646,89.2,8.223720253255221,644.0742321099181,21.0,392.53,13.83,2024-06-01
18.435560210664978,0.0,8.14,0.769755351335112,7.547234286830647,91.7,8.188320253255222,644.0742321099181,21.0,396.9,18.72,2024-06-01
18.19152021066498,0.0,8.14,0.769755351335112,7.218234286830646,100.0,8.306620253255222,644.0742321099181,21.0,394.54,19.88,2024-06-01
17.95335021066498,0.0,8.14,0.769755351335112,7.329234286830647,94.1,8.611020253255223,644.0742321099181,21.0,394.33,16.3,2024-06-01
18.04363021066498,0.0,8.14,0.769755351335112,7.004234286830647,85.7,8.666020253255223,644.0742321099181,21.0,303.42,16.51,2024-06-01
17.87500021066498,0.0,8.14,0.769755351335112,7.218234286830646,90.3,8.893420253255222,644.0742321099181,21.0,376.88,14.81,2024-06-01
18.15886021066498,0.0,8.14,0.769755351335112,7.452234286830646,88.8,8.664820253255222,644.0742321099181,21.0,306.38,17.28,2024-06-01
17.97608021066498,0.0,8.14,0.769755351335112,7.9002342868306465,94.4,8.666120253255222,644.0742321099181,21.0,387.94,12.8,2024-06-01
18.205540210664978,0.0,8.14,0.769755351335112,8.079234286830648,87.3,8.45042025325522,644.0742321099181,21.0,380.23,11.98,2024-06-01
18.33390021066498,0.0,8.14,0.769755351335112,7.1182342868306465,94.1,8.44442025325522,644.0742321099181,21.0,360.17,22.6,2024-06-01
18.55781021066498,0.0,8.14,0.769755351335112,7.4772342868306465,100.0,8.38642025325522,644.0742321099181,21.0,376.73,13.04,2024-06-01
18.591080210664977,0.0,8.14,0.769755351335112,7.355234286830647,82.0,8.201420253255222,644.0742321099181,21.0,232.6,27.71,2024-06-01
18.35481021066498,0.0,8.14,0.769755351335112,7.106234286830646,95.0,7.998620253255222,644.0742321099181,21.0,358.77,18.35,2024-06-01
18.815910210664978,0.0,8.14,0.769755351335112,7.5012342868306465,96.9,7.971220253255222,644.0742321099181,21.0,248.31,20.34,2024-06-01
17.26726021066498,0.0,5.96,0.7307553513351119,7.338234286830646,68.2,7.571720253255222,616.0742321099181,19.2,396.9,9.68,2024-06-01
17.300530210664977,0.0,5.96,0.7307553513351119,7.246234286830647,61.4,7.589320253255222,616.0742321099181,19.2,377.56,11.41,2024-06-01
17.28323021066498,0.0,5.96,0.7307553513351119,7.255234286830646,41.5,8.145620253255222,616.0742321099181,19.2,396.9,8.77,2024-06-01
17.378140210664977,0.0,5.96,0.7307553513351119,7.371234286830647,30.2,8.058720253255222,616.0742321099181,19.2,393.43,10.13,2024-06-01
17.230720210664977,75.0,2.95,0.6597553513351119,8.000234286830647,21.8,9.612520253255221,589.0742321099181,18.3,395.63,4.32,2024-06-01
17.23668021066498,75.0,2.95,0.6597553513351119,8.429234286830647,15.8,9.612520253255221,589.0742321099181,18.3,395.62,1.98,2024-06-01
17.33053021066498,0.0,6.91,0.6797553513351119,8.175234286830646,2.9,9.932320253255222,570.0742321099181,17.9,385.41,4.84,2024-06-01
17.34459021066498,0.0,6.91,0.6797553513351119,7.574234286830646,6.6,9.932320253255222,570.0742321099181,17.9,383.37,5.81,2024-06-01
17.362450210664978,0.0,6.91,0.6797553513351119,7.616234286830647,6.5,9.932320253255222,570.0742321099181,17.9,394.46,7.44,2024-06-01
17.325780210664977,0.0,6.91,0.6797553513351119,7.474234286830646,40.0,9.932320253255222,570.0742321099181,17.9,389.39,9.55,2024-06-01
17.37451021066498,0.0,6.91,0.6797553513351119,7.087234286830647,33.8,9.31182025325522,570.0742321099181,17.9,396.9,10.21,2024-06-01
17.391450210664978,0.0,6.91,0.6797553513351119,7.191234286830646,33.3,9.31182025325522,570.0742321099181,17.9,396.9,14.15,2024-06-01
17.432360210664978,0.0,6.91,0.6797553513351119,7.435234286830647,85.5,9.900820253255223,570.0742321099181,17.9,392.74,18.8,2024-06-01
17.456960210664977,0.0,6.91,0.6797553513351119,6.8042342868306465,95.3,10.08142025325522,570.0742321099181,17.9,396.9,30.81,2024-06-01
17.42286021066498,0.0,6.91,0.6797553513351119,7.007234286830647,62.0,10.299120253255222,570.0742321099181,17.9,396.9,16.2,2024-06-01
17.29182021066498,21.0,5.64,0.6707553513351119,7.3682342868306465,45.7,11.026120253255222,580.0742321099181,16.8,395.56,13.45,2024-06-01
17.246460210664978,21.0,5.64,0.6707553513351119,7.520234286830647,63.0,11.026120253255222,580.0742321099181,16.8,393.97,9.43,2024-06-01
17.256690210664978,21.0,5.64,0.6707553513351119,7.916234286830647,21.1,11.026120253255222,580.0742321099181,16.8,396.9,5.28,2024-06-01
17.25290021066498,21.0,5.64,0.6707553513351119,7.403234286830647,21.4,11.026120253255222,580.0742321099181,16.8,396.9,8.43,2024-06-01
17.21669021066498,75.0,4.0,0.6417553513351119,7.293234286830646,47.6,11.53112025325522,806.0742321099181,21.1,396.9,14.8,2024-06-01
17.21620021066498,90.0,1.22,0.634755351335112,8.654234286830647,21.9,12.908020253255222,563.0742321099181,17.9,395.93,4.81,2024-06-01
17.22364021066498,85.0,0.74,0.6417553513351119,7.7882342868306464,35.7,13.399020253255221,650.0742321099181,17.3,396.9,5.77,2024-06-01
17.21741021066498,100.0,1.32,0.6427553513351119,8.221234286830647,40.5,12.536220253255221,593.0742321099181,15.1,392.9,3.95,2024-06-01
17.35754021066498,25.0,5.13,0.6847553513351119,7.550234286830646,29.2,12.026220253255222,621.0742321099181,19.7,390.68,6.86,2024-06-01
17.30637021066498,25.0,5.13,0.6847553513351119,7.332234286830646,47.2,11.143420253255222,621.0742321099181,19.7,396.9,9.22,2024-06-01
17.352410210664978,25.0,5.13,0.6847553513351119,7.146234286830646,66.2,11.43682025325522,621.0742321099181,19.7,395.11,13.15,2024-06-01
17.37480021066498,25.0,5.13,0.6847553513351119,7.371234286830647,93.4,11.029920253255222,621.0742321099181,19.7,378.08,14.44,2024-06-01
17.313360210664978,25.0,5.13,0.6847553513351119,7.861234286830647,67.8,11.436920253255222,621.0742321099181,19.7,396.9,6.73,2024-06-01
17.32959021066498,25.0,5.13,0.6847553513351119,8.167234286830647,43.4,12.192320253255222,621.0742321099181,19.7,395.58,9.5,2024-06-01
17.22260021066498,17.5,1.38,0.647855351335112,8.509234286830647,59.5,13.43432025325522,553.0742321099181,18.6,393.24,8.05,2024-06-01
17.23893021066498,80.0,3.37,0.629755351335112,7.6952342868306465,17.8,10.822920253255223,674.0742321099181,16.1,396.9,4.67,2024-06-01
17.24688021066498,80.0,3.37,0.629755351335112,7.192234286830646,31.1,10.822920253255223,674.0742321099181,16.1,396.9,10.24,2024-06-01
17.26098021066498,12.5,6.07,0.6407553513351119,7.2832342868306466,21.4,10.709420253255221,682.0742321099181,18.9,396.21,8.1,2024-06-01
17.338630210664977,12.5,6.07,0.6407553513351119,6.999234286830647,36.8,10.709420253255221,682.0742321099181,18.9,396.9,13.09,2024-06-01
17.33125021066498,12.5,6.07,0.6407553513351119,7.290234286830646,33.0,10.709420253255221,682.0742321099181,18.9,396.9,8.79,2024-06-01
17.29135021066498,0.0,10.81,0.6447553513351119,7.822234286830646,6.6,9.498720253255222,642.0742321099181,19.2,383.73,6.72,2024-06-01
17.36185021066498,0.0,10.81,0.6447553513351119,7.366234286830647,17.5,9.498720253255222,642.0742321099181,19.2,376.94,9.88,2024-06-01
17.29473021066498,0.0,10.81,0.6447553513351119,7.470234286830647,7.8,9.498720253255222,642.0742321099181,19.2,390.91,5.52,2024-06-01
17.398480210664978,0.0,10.81,0.6447553513351119,7.6502342868306465,6.2,9.498720253255222,642.0742321099181,19.2,377.17,7.54,2024-06-01
17.282050210664977,0.0,12.83,0.6687553513351119,7.678234286830646,6.0,8.462920253255222,735.0742321099181,18.7,394.92,6.78,2024-06-01
17.29821021066498,0.0,12.83,0.6687553513351119,7.691234286830646,45.0,8.714020253255221,735.0742321099181,18.7,383.23,8.94,2024-06-01
17.30462021066498,0.0,12.83,0.6687553513351119,7.684234286830646,74.5,8.263620253255223,735.0742321099181,18.7,373.66,11.97,2024-06-01
17.29016021066498,0.0,12.83,0.6687553513351119,7.545234286830646,45.8,8.301920253255222,735.0742321099181,18.7,386.96,10.27,2024-06-01
17.25955021066498,0.0,12.83,0.6687553513351119,7.637234286830647,53.7,9.225520253255223,735.0742321099181,18.7,386.4,12.34,2024-06-01
17.28696021066498,0.0,12.83,0.6687553513351119,7.279234286830646,36.6,8.714020253255221,735.0742321099181,18.7,396.06,9.1,2024-06-01
17.244220210664977,25.0,4.86,0.6577553513351119,8.132234286830647,33.5,9.61212025325522,618.0742321099181,19.0,396.9,5.29,2024-06-01
17.247710210664977,25.0,4.86,0.6577553513351119,8.024234286830646,70.4,9.61212025325522,618.0742321099181,19.0,395.63,7.22,2024-06-01
17.23968021066498,25.0,4.86,0.6577553513351119,7.707234286830646,32.2,9.61212025325522,618.0742321099181,19.0,396.9,6.72,2024-06-01
17.238600210664977,25.0,4.86,0.6577553513351119,7.572234286830646,46.7,9.61212025325522,618.0742321099181,19.0,390.64,7.51,2024-06-01
17.253680210664978,0.0,4.49,0.6807553513351119,7.794234286830647,48.0,8.990820253255222,584.0742321099181,18.5,396.9,9.62,2024-06-01
17.260440210664978,0.0,4.49,0.6807553513351119,8.035234286830647,56.1,8.649120253255223,584.0742321099181,18.5,392.3,6.53,2024-06-01
17.25497021066498,0.0,4.49,0.6807553513351119,7.420234286830646,45.1,8.638620253255223,584.0742321099181,18.5,395.99,12.86,2024-06-01
17.27460021066498,0.0,4.49,0.6807553513351119,7.526234286830647,56.8,7.959020253255222,584.0742321099181,18.5,395.15,8.44,2024-06-01
17.259690210664978,0.0,3.41,0.7207553513351119,8.412234286830646,86.3,7.633120253255221,607.0742321099181,17.8,396.9,5.5,2024-06-01
17.25611021066498,0.0,3.41,0.7207553513351119,8.484234286830647,63.1,7.625920253255222,607.0742321099181,17.8,396.06,5.7,2024-06-01
17.249930210664978,0.0,3.41,0.7207553513351119,7.822234286830646,66.1,7.3037202532552215,607.0742321099181,17.8,392.18,8.81,2024-06-01
17.24241021066498,0.0,3.41,0.7207553513351119,7.810234286830647,73.9,7.303520253255222,607.0742321099181,17.8,393.55,8.2,2024-06-01
17.24512021066498,28.0,15.04,0.6957553513351119,7.847234286830647,53.6,7.877320253255222,607.0742321099181,18.2,395.01,8.16,2024-06-01
17.231840210664977,28.0,15.04,0.6957553513351119,7.616234286830647,28.9,7.877320253255222,607.0742321099181,18.2,396.33,6.21,2024-06-01
17.24603021066498,28.0,15.04,0.6957553513351119,7.654234286830646,77.3,7.826420253255222,607.0742321099181,18.2,396.9,10.59,2024-06-01
17.325130210664977,0.0,2.89,0.6767553513351119,8.030234286830646,57.8,7.706620253255222,613.0742321099181,18.0,357.98,6.65,2024-06-01
17.31813021066498,0.0,2.89,0.6767553513351119,7.568234286830647,69.6,7.706620253255222,613.0742321099181,18.0,391.83,11.34,2024-06-01
17.32392021066498,0.0,2.89,0.6767553513351119,9.474234286830647,76.0,7.706620253255222,613.0742321099181,18.0,396.9,4.21,2024-06-01
17.284960210664977,0.0,2.89,0.6767553513351119,9.225234286830647,36.9,7.706620253255222,613.0742321099181,18.0,393.53,3.57,2024-06-01
17.27169021066498,0.0,2.89,0.6767553513351119,8.821234286830647,62.5,7.706620253255222,613.0742321099181,18.0,396.9,6.19,2024-06-01
17.351750210664978,0.0,8.56,0.751755351335112,8.132234286830647,79.9,6.989220253255222,721.0742321099181,20.9,394.76,9.42,2024-06-01
17.317410210664978,0.0,8.56,0.751755351335112,8.186234286830647,71.3,7.067520253255221,721.0742321099181,20.9,395.58,7.67,2024-06-01
17.43185021066498,0.0,8.56,0.751755351335112,7.810234286830647,85.4,6.926120253255222,721.0742321099181,20.9,70.8,10.63,2024-06-01
17.41470021066498,0.0,8.56,0.751755351335112,7.542234286830646,87.4,6.926120253255222,721.0742321099181,20.9,394.47,13.44,2024-06-01
17.34269021066498,0.0,8.56,0.751755351335112,7.572234286830646,90.0,6.632420253255221,721.0742321099181,20.9,392.69,12.33,2024-06-01
17.335710210664978,0.0,8.56,0.751755351335112,7.256234286830646,96.7,6.318320253255221,721.0742321099181,20.9,394.05,16.47,2024-06-01
