MEDV,month
20.4,2024-06-01
18.2,2024-06-01
19.9,2024-06-01
23.1,2024-06-01
17.5,2024-06-01
20.2,2024-06-01
18.2,2024-06-01
13.6,2024-06-01
19.6,2024-06-01
15.2,2024-06-01
14.5,2024-06-01
15.6,2024-06-01
13.9,2024-06-01
16.6,2024-06-01
14.8,2024-06-01
18.4,2024-06-01
21.0,2024-06-01
12.7,2024-06-01
14.5,2024-06-01
13.2,2024-06-01
13.1,2024-06-01
13.5,2024-06-01
18.9,2024-06-01
20.0,2024-06-01
21.0,2024-06-01
24.7,2024-06-01
30.8,2024-06-01
34.9,2024-06-01
26.6,2024-06-01
25.3,2024-06-01
24.7,2024-06-01
21.2,2024-06-01
19.3,2024-06-01
20.0,2024-06-01
16.6,2024-06-01
14.4,2024-06-01
19.4,2024-06-01
19.7,2024-06-01
20.5,2024-06-01
25.0,2024-06-01
23.4,2024-06-01
18.9,2024-06-01
35.4,2024-06-01
24.7,2024-06-01
31.6,2024-06-01
23.3,2024-06-01
19.6,2024-06-01
18.7,2024-06-01
16.0,2024-06-01
22.2,2024-06-01
25.0,2024-06-01
33.0,2024-06-01
23.5,2024-06-01
19.4,2024-06-01
22.0,2024-06-01
17.4,2024-06-01
20.9,2024-06-01
24.2,2024-06-01
21.7,2024-06-01
22.8,2024-06-01
23.4,2024-06-01
24.1,2024-06-01
21.4,2024-06-01
20.0,2024-06-01
20.8,2024-06-01
21.2,2024-06-01
20.3,2024-06-01
28.0,2024-06-01
23.9,2024-06-01
24.8,2024-06-01
22.9,2024-06-01
23.9,2024-06-01
26.6,2024-06-01
22.5,2024-06-01
22.2,2024-06-01
23.6,2024-06-01
28.7,2024-06-01
22.6,2024-06-01
22.0,2024-06-01
22.9,2024-06-01
25.0,2024-06-01
20.6,2024-06-01
28.4,2024-06-01
21.4,2024-06-01
38.7,2024-06-01
43.8,2024-06-01
33.2,2024-06-01
27.5,2024-06-01
26.5,2024-06-01
18.6,2024-06-01
19.3,2024-06-01
20.1,2024-06-01
19.5,2024-06-01
19.5,2024-06-01
20.4,2024-06-01
19.8,2024-06-01
19.4,2024-06-01
21.7,2024-06-01
22.8,2024-06-01
18.8,2024-06-01
18.7,2024-06-01
18.5,2024-06-01
18.3,2024-06-01
21.2,2024-06-01
19.2,2024-06-01
20.4,2024-06-01
19.3,2024-06-01
22.0,2024-06-01
20.3,2024-06-01
20.5,2024-06-01
17.3,2024-06-01
18.8,2024-06-01
21.4,2024-06-01
15.7,2024-06-01
16.2,2024-06-01
18.0,2024-06-01
14.3,2024-06-01
19.2,2024-06-01
19.6,2024-06-01
23.0,2024-06-01
18.4,2024-06-01
15.6,2024-06-01
18.1,2024-06-01
17.4,2024-06-01
17.1,2024-06-01
13.3,2024-06-01
17.8,2024-06-01
14.0,2024-06-01
14.4,2024-06-01
13.4,2024-06-01
15.6,2024-06-01
11.8,2024-06-01
13.8,2024-06-01
15.6,2024-06-01
14.6,2024-06-01
17.8,2024-06-01
15.4,2024-06-01
21.5,2024-06-01
19.6,2024-06-01
15.3,2024-06-01
19.4,2024-06-01
17.0,2024-06-01
15.6,2024-06-01
13.1,2024-06-01
41.3,2024-06-01
24.3,2024-06-01
23.3,2024-06-01
27.0,2024-06-01
50.0,2024-06-01
50.0,2024-06-01
50.0,2024-06-01
22.7,2024-06-01
25.0,2024-06-01
50.0,2024-06-01
23.8,2024-06-01
23.8,2024-06-01
22.3,2024-06-01
17.4,2024-06-01
19.1,2024-06-01
23.1,2024-06-01
23.6,2024-06-01
22.6,2024-06-01
29.4,2024-06-01
23.2,2024-06-01
24.6,2024-06-01
29.9,2024-06-01
37.2,2024-06-01
39.8,2024-06-01
36.2,2024-06-01
37.9,2024-06-01
32.5,2024-06-01
26.4,2024-06-01
29.6,2024-06-01
50.0,2024-06-01
32.0,2024-06-01
29.8,2024-06-01
34.9,2024-06-01
37.0,2024-06-01
30.5,2024-06-01
36.4,2024-06-01
31.1,2024-06-01
29.1,2024-06-01
50.0,2024-06-01
33.3,2024-06-01
30.3,2024-06-01
34.6,2024-06-01
34.9,2024-06-01
32.9,2024-06-01
24.1,2024-06-01
42.3,2024-06-01
48.5,2024-06-01
50.0,2024-06-01
22.6,2024-06-01
24.4,2024-06-01
22.5,2024-06-01
24.4,2024-06-01
20.0,2024-06-01
21.7,2024-06-01
19.3,2024-06-01
22.4,2024-06-01
28.1,2024-06-01
23.7,2024-06-01
25.0,2024-06-01
23.3,2024-06-01
28.7,2024-06-01
21.5,2024-06-01
23.0,2024-06-01
26.7,2024-06-01
21.7,2024-06-01
27.5,2024-06-01
30.1,2024-06-01
44.8,2024-06-01
50.0,2024-06-01
37.6,2024-06-01
31.6,2024-06-01
46.7,2024-06-01
31.5,2024-06-01
24.3,2024-06-01
31.7,2024-06-01
41.7,2024-06-01
48.3,2024-06-01
29.0,2024-06-01
24.0,2024-06-01
25.1,2024-06-01
31.5,2024-06-01
23.7,2024-06-01
23.3,2024-06-01
22.0,2024-06-01
20.1,2024-06-01
22.2,2024-06-01
23.7,2024-06-01
17.6,2024-06-01
18.5,2024-06-01
24.3,2024-06-01
20.5,2024-06-01
24.5,2024-06-01
26.2,2024-06-01
24.4,2024-06-01
24.8,2024-06-01
29.6,2024-06-01
42.8,2024-06-01
21.9,2024-06-01
20.9,2024-06-01
44.0,2024-06-01
50.0,2024-06-01
36.0,2024-06-01
30.1,2024-06-01
33.8,2024-06-01
43.1,2024-06-01
48.8,2024-06-01
31.0,2024-06-01
36.5,2024-06-01
22.8,2024-06-01
30.7,2024-06-01
50.0,2024-06-01
43.5,2024-06-01
20.7,2024-06-01
21.1,2024-06-01
25.2,2024-06-01
24.4,2024-06-01
35.2,2024-06-01
32.4,2024-06-01
32.0,2024-06-01
33.2,2024-06-01
33.1,2024-06-01
29.1,2024-06-01
35.1,2024-06-01
45.4,2024-06-01
35.4,2024-06-01
46.0,2024-06-01
50.0,2024-06-01
32.2,2024-06-01
22.0,2024-06-01
20.1,2024-06-01
23.2,2024-06-01
22.3,2024-06-01
24.8,2024-06-01
28.5,2024-06-01
37.3,2024-06-01
27.9,2024-06-01
23.9,2024-06-01
21.7,2024-06-01
28.6,2024-06-01
27.1,2024-06-01
20.3,2024-06-01
22.5,2024-06-01
29.0,2024-06-01
24.8,2024-06-01
22.0,2024-06-01
26.4,2024-06-01
33.1,2024-06-01
36.1,2024-06-01
28.4,2024-06-01
33.4,2024-06-01
28.2,2024-06-01
22.8,2024-06-01
20.3,2024-06-01
16.1,2024-06-01
22.1,2024-06-01
19.4,2024-06-01
21.6,2024-06-01
23.8,2024-06-01
16.2,2024-06-01
17.8,2024-06-01
19.8,2024-06-01
23.1,2024-06-01
21.0,2024-06-01
23.8,2024-06-01
23.1,2024-06-01
20.4,2024-06-01
18.5,2024-06-01
25.0,2024-06-01
24.6,2024-06-01
23.0,2024-06-01
22.2,2024-06-01
19.3,2024-06-01
22.6,2024-06-01
19.8,2024-06-01
17.1,2024-06-01
19.4,2024-06-01
22.2,2024-06-01
20.7,2024-06-01
21.1,2024-06-01
19.5,2024-06-01
18.5,2024-06-01
20.6,2024-06-01
19.0,2024-06-01
18.7,2024-06-01
32.7,2024-06-01
16.5,2024-06-01
23.9,2024-06-01
31.2,2024-06-01
17.5,2024-06-01
17.2,2024-06-01
23.1,2024-06-01
24.5,2024-06-01
26.6,2024-06-01
22.9,2024-06-01
24.1,2024-06-01
18.6,2024-06-01
30.1,2024-06-01
18.2,2024-06-01
20.6,2024-06-01
17.8,2024-06-01
21.7,2024-06-01
22.7,2024-06-01
22.6,2024-06-01
25.0,2024-06-01
19.9,2024-06-01
20.8,2024-06-01
16.8,2024-06-01
21.9,2024-06-01
27.5,2024-06-01
21.9,2024-06-01
23.1,2024-06-01
50.0,2024-06-01
50.0,2024-06-01
50.0,2024-06-01
50.0,2024-06-01
50.0,2024-06-01
13.8,2024-06-01
13.8,2024-06-01
15.0,2024-06-01
13.9,2024-06-01
13.3,2024-06-01
13.1,2024-06-01
10.2,2024-06-01
10.4,2024-06-01
10.9,2024-06-01
11.3,2024-06-01
12.3,2024-06-01
8.8,2024-06-01
7.2,2024-06-01
10.5,2024-06-01
7.4,2024-06-01
10.2,2024-06-01
11.5,2024-06-01
15.1,2024-06-01
23.2,2024-06-01
9.7,2024-06-01
13.8,2024-06-01
12.7,2024-06-01
13.1,2024-06-01
12.5,2024-06-01
8.5,2024-06-01
5.0,2024-06-01
6.3,2024-06-01
5.6,2024-06-01
7.2,2024-06-01
12.1,2024-06-01
8.3,2024-06-01
8.5,2024-06-01
5.0,2024-06-01
11.9,2024-06-01
27.9,2024-06-01
17.2,2024-06-01
27.5,2024-06-01
15.0,2024-06-01
17.2,2024-06-01
17.9,2024-06-01
16.3,2024-06-01
7.0,2024-06-01
7.2,2024-06-01
7.5,2024-06-01
10.4,2024-06-01
8.8,2024-06-01
8.4,2024-06-01
16.7,2024-06-01
14.2,2024-06-01
20.8,2024-06-01
13.4,2024-06-01
11.7,2024-06-01
8.3,2024-06-01
10.2,2024-06-01
10.9,2024-06-01
11.0,2024-06-01
9.5,2024-06-01
14.5,2024-06-01
14.1,2024-06-01
16.1,2024-06-01
14.3,2024-06-01
11.7,2024-06-01
13.4,2024-06-01
9.6,2024-06-01
8.7,2024-06-01
8.4,2024-06-01
12.8,2024-06-01
10.5,2024-06-01
17.1,2024-06-01
18.4,2024-06-01
15.4,2024-06-01
10.8,2024-06-01
11.8,2024-06-01
14.9,2024-06-01
12.6,2024-06-01
14.1,2024-06-01
13.0,2024-06-01
13.4,2024-06-01
15.2,2024-06-01
16.1,2024-06-01
17.8,2024-06-01
14.9,2024-06-01
14.1,2024-06-01
12.7,2024-06-01
13.5,2024-06-01
14.9,2024-06-01
20.0,2024-06-01
16.4,2024-06-01
17.7,2024-06-01
19.5,2024-06-01
20.2,2024-06-01
21.4,2024-06-01
19.9,2024-06-01
19.0,2024-06-01
19.1,2024-06-01
19.1,2024-06-01
20.1,2024-06-01
19.9,2024-06-01
19.6,2024-06-01
23.2,2024-06-01
29.8,2024-06-01
13.8,2024-06-01
13.3,2024-06-01
16.7,2024-06-01
12.0,2024-06-01
14.6,2024-06-01
21.4,2024-06-01
23.0,2024-06-01
23.7,2024-06-01
25.0,2024-06-01
21.8,2024-06-01
20.6,2024-06-01
21.2,2024-06-01
19.1,2024-06-01
20.6,2024-06-01
15.2,2024-06-01
7.0,2024-06-01
8.1,2024-06-01
13.6,2024-06-01
20.1,2024-06-01
21.8,2024-06-01
24.5,2024-06-01
23.1,2024-06-01
19.7,2024-06-01
18.3,2024-06-01
21.2,2024-06-01
17.5,2024-06-01
16.8,2024-06-01
22.4,2024-06-01
20.6,2024-06-01
23.9,2024-06-01
22.0,2024-06-01
11.9,2024-06-01
24.0,2024-07-01
21.6,2024-07-01
34.7,2024-07-01
33.4,2024-07-01
36.2,2024-07-01
28.7,2024-07-01
22.9,2024-07-01
27.1,2024-07-01
16.5,2024-07-01
18.9,2024-07-01
15.0,2024-07-01
18.9,2024-07-01
21.7,2024-07-01
20.4,2024-07-01
18.2,2024-07-01
19.9,2024-07-01
23.1,2024-07-01
17.5,2024-07-01
20.2,2024-07-01
18.2,2024-07-01
13.6,2024-07-01
19.6,2024-07-01
15.2,2024-07-01
14.5,2024-07-01
15.6,2024-07-01
13.9,2024-07-01
16.6,2024-07-01
14.8,2024-07-01
18.4,2024-07-01
21.0,2024-07-01
12.7,2024-07-01
14.5,2024-07-01
13.2,2024-07-01
13.1,2024-07-01
13.5,2024-07-01
18.9,2024-07-01
20.0,2024-07-01
21.0,2024-07-01
24.7,2024-07-01
30.8,2024-07-01
34.9,2024-07-01
26.6,2024-07-01
25.3,2024-07-01
24.7,2024-07-01
21.2,2024-07-01
19.3,2024-07-01
20.0,2024-07-01
16.6,2024-07-01
14.4,2024-07-01
19.4,2024-07-01
19.7,2024-07-01
20.5,2024-07-01
25.0,2024-07-01
23.4,2024-07-01
18.9,2024-07-01
35.4,2024-07-01
24.7,2024-07-01
31.6,2024-07-01
23.3,2024-07-01
19.6,2024-07-01
18.7,2024-07-01
16.0,2024-07-01
22.2,2024-07-01
25.0,2024-07-01
33.0,2024-07-01
23.5,2024-07-01
19.4,2024-07-01
22.0,2024-07-01
17.4,2024-07-01
20.9,2024-07-01
24.2,2024-07-01
21.7,2024-07-01
22.8,2024-07-01
23.4,2024-07-01
24.1,2024-07-01
21.4,2024-07-01
20.0,2024-07-01
20.8,2024-07-01
21.2,2024-07-01
20.3,2024-07-01
28.0,2024-07-01
23.9,2024-07-01
24.8,2024-07-01
22.9,2024-07-01
23.9,2024-07-01
26.6,2024-07-01
22.5,2024-07-01
22.2,2024-07-01
23.6,2024-07-01
28.7,2024-07-01
22.6,2024-07-01
22.0,2024-07-01
22.9,2024-07-01
25.0,2024-07-01
20.6,2024-07-01
28.4,2024-07-01
21.4,2024-07-01
38.7,2024-07-01
43.8,2024-07-01
33.2,2024-07-01
27.5,2024-07-01
26.5,2024-07-01
18.6,2024-07-01
19.3,2024-07-01
20.1,2024-07-01
19.5,2024-07-01
19.5,2024-07-01
20.4,2024-07-01
19.8,2024-07-01
19.4,2024-07-01
21.7,2024-07-01
22.8,2024-07-01
18.8,2024-07-01
18.7,2024-07-01
18.5,2024-07-01
18.3,2024-07-01
21.2,2024-07-01
19.2,2024-07-01
20.4,2024-07-01
19.3,2024-07-01
22.0,2024-07-01
20.3,2024-07-01
20.5,2024-07-01
17.3,2024-07-01
18.8,2024-07-01
21.4,2024-07-01
15.7,2024-07-01
16.2,2024-07-01
18.0,2024-07-01
14.3,2024-07-01
19.2,2024-07-01
19.6,2024-07-01
23.0,2024-07-01
18.4,2024-07-01
15.6,2024-07-01
18.1,2024-07-01
17.4,2024-07-01
17.1,2024-07-01
13.3,2024-07-01
17.8,2024-07-01
14.0,2024-07-01
14.4,2024-07-01
13.4,2024-07-01
15.6,2024-07-01
11.8,2024-07-01
13.8,2024-07-01
15.6,2024-07-01
14.6,2024-07-01
17.8,2024-07-01
15.4,2024-07-01
21.5,2024-07-01
19.6,2024-07-01
15.3,2024-07-01
19.4,2024-07-01
17.0,2024-07-01
15.6,2024-07-01
13.1,2024-07-01
41.3,2024-07-01
24.3,2024-07-01
23.3,2024-07-01
27.0,2024-07-01
50.0,2024-07-01
50.0,2024-07-01
50.0,2024-07-01
22.7,2024-07-01
25.0,2024-07-01
50.0,2024-07-01
23.8,2024-07-01
23.8,2024-07-01
22.3,2024-07-01
17.4,2024-07-01
19.1,2024-07-01
23.1,2024-07-01
23.6,2024-07-01
22.6,2024-07-01
29.4,2024-07-01
23.2,2024-07-01
24.6,2024-07-01
29.9,2024-07-01
37.2,2024-07-01
39.8,2024-07-01
36.2,2024-07-01
37.9,2024-07-01
32.5,2024-07-01
26.4,2024-07-01
29.6,2024-07-01
50.0,2024-07-01
32.0,2024-07-01
29.8,2024-07-01
34.9,2024-07-01
37.0,2024-07-01
30.5,2024-07-01
36.4,2024-07-01
31.1,2024-07-01
29.1,2024-07-01
50.0,2024-07-01
33.3,2024-07-01
30.3,2024-07-01
34.6,2024-07-01
34.9,2024-07-01
32.9,2024-07-01
24.1,2024-07-01
42.3,2024-07-01
48.5,2024-07-01
50.0,2024-07-01
22.6,2024-07-01
24.4,2024-07-01
22.5,2024-07-01
24.4,2024-07-01
20.0,2024-07-01
21.7,2024-07-01
19.3,2024-07-01
22.4,2024-07-01
28.1,2024-07-01
23.7,2024-07-01
25.0,2024-07-01
23.3,2024-07-01
28.7,2024-07-01
21.5,2024-07-01
23.0,2024-07-01
26.7,2024-07-01
21.7,2024-07-01
27.5,2024-07-01
30.1,2024-07-01
44.8,2024-07-01
50.0,2024-07-01
37.6,2024-07-01
31.6,2024-07-01
46.7,2024-07-01
31.5,2024-07-01
24.3,2024-07-01
31.7,2024-07-01
41.7,2024-07-01
48.3,2024-07-01
29.0,2024-07-01
24.0,2024-07-01
25.1,2024-07-01
31.5,2024-07-01
23.7,2024-07-01
23.3,2024-07-01
22.0,2024-07-01
20.1,2024-07-01
22.2,2024-07-01
23.7,2024-07-01
17.6,2024-07-01
18.5,2024-07-01
24.3,2024-07-01
20.5,2024-07-01
24.5,2024-07-01
26.2,2024-07-01
24.4,2024-07-01
24.8,2024-07-01
29.6,2024-07-01
42.8,2024-07-01
21.9,2024-07-01
20.9,2024-07-01
44.0,2024-07-01
50.0,2024-07-01
36.0,2024-07-01
30.1,2024-07-01
33.8,2024-07-01
43.1,2024-07-01
48.8,2024-07-01
31.0,2024-07-01
36.5,2024-07-01
22.8,2024-07-01
30.7,2024-07-01
50.0,2024-07-01
43.5,2024-07-01
20.7,2024-07-01
21.1,2024-07-01
25.2,2024-07-01
24.4,2024-07-01
35.2,2024-07-01
32.4,2024-07-01
32.0,2024-07-01
33.2,2024-07-01
33.1,2024-07-01
29.1,2024-07-01
35.1,2024-07-01
45.4,2024-07-01
35.4,2024-07-01
46.0,2024-07-01
50.0,2024-07-01
32.2,2024-07-01
22.0,2024-07-01
20.1,2024-07-01
23.2,2024-07-01
22.3,2024-07-01
24.8,2024-07-01
28.5,2024-07-01
37.3,2024-07-01
27.9,2024-07-01
23.9,2024-07-01
21.7,2024-07-01
28.6,2024-07-01
27.1,2024-07-01
20.3,2024-07-01
22.5,2024-07-01
29.0,2024-07-01
24.8,2024-07-01
22.0,2024-07-01
26.4,2024-07-01
33.1,2024-07-01
36.1,2024-07-01
28.4,2024-07-01
33.4,2024-07-01
28.2,2024-07-01
22.8,2024-07-01
20.3,2024-07-01
16.1,2024-07-01
22.1,2024-07-01
19.4,2024-07-01
21.6,2024-07-01
23.8,2024-07-01
16.2,2024-07-01
17.8,2024-07-01
19.8,2024-07-01
23.1,2024-07-01
21.0,2024-07-01
23.8,2024-07-01
23.1,2024-07-01
20.4,2024-07-01
18.5,2024-07-01
25.0,2024-07-01
24.6,2024-07-01
23.0,2024-07-01
22.2,2024-07-01
19.3,2024-07-01
22.6,2024-07-01
19.8,2024-07-01
17.1,2024-07-01
19.4,2024-07-01
22.2,2024-07-01
20.7,2024-07-01
21.1,2024-07-01
19.5,2024-07-01
18.5,2024-07-01
20.6,2024-07-01
19.0,2024-07-01
18.7,2024-07-01
32.7,2024-07-01
16.5,2024-07-01
23.9,2024-07-01
31.2,2024-07-01
17.5,2024-07-01
17.2,2024-07-01
23.1,2024-07-01
24.5,2024-07-01
26.6,2024-07-01
22.9,2024-07-01
24.1,2024-07-01
18.6,2024-07-01
30.1,2024-07-01
18.2,2024-07-01
20.6,2024-07-01
17.8,2024-07-01
21.7,2024-07-01
22.7,2024-07-01
22.6,2024-07-01
25.0,2024-07-01
19.9,2024-07-01
20.8,2024-07-01
16.8,2024-07-01
21.9,2024-07-01
27.5,2024-07-01
21.9,2024-07-01
23.1,2024-07-01
50.0,2024-07-01
50.0,2024-07-01
50.0,2024-07-01
50.0,2024-07-01
50.0,2024-07-01
13.8,2024-07-01
13.8,2024-07-01
15.0,2024-07-01
13.9,2024-07-01
13.3,2024-07-01
13.1,2024-07-01
10.2,2024-07-01
10.4,2024-07-01
10.9,2024-07-01
11.3,2024-07-01
12.3,2024-07-01
8.8,2024-07-01
7.2,2024-07-01
10.5,2024-07-01
7.4,2024-07-01
10.2,2024-07-01
11.5,2024-07-01
15.1,2024-07-01
23.2,2024-07-01
9.7,2024-07-01
13.8,2024-07-01
12.7,2024-07-01
13.1,2024-07-01
12.5,2024-07-01
8.5,2024-07-01
5.0,2024-07-01
6.3,2024-07-01
5.6,2024-07-01
7.2,2024-07-01
12.1,2024-07-01
8.3,2024-07-01
8.5,2024-07-01
5.0,2024-07-01
11.9,2024-07-01
27.9,2024-07-01
17.2,2024-07-01
27.5,2024-07-01
15.0,2024-07-01
17.2,2024-07-01
17.9,2024-07-01
16.3,2024-07-01
7.0,2024-07-01
7.2,2024-07-01
7.5,2024-07-01
10.4,2024-07-01
8.8,2024-07-01
8.4,2024-07-01
16.7,2024-07-01
14.2,2024-07-01
20.8,2024-07-01
13.4,2024-07-01
11.7,2024-07-01
8.3,2024-07-01
10.2,2024-07-01
10.9,2024-07-01
11.0,2024-07-01
9.5,2024-07-01
14.5,2024-07-01
14.1,2024-07-01
16.1,2024-07-01
14.3,2024-07-01
11.7,2024-07-01
13.4,2024-07-01
9.6,2024-07-01
8.7,2024-07-01
8.4,2024-07-01
12.8,2024-07-01
10.5,2024-07-01
17.1,2024-07-01
18.4,2024-07-01
15.4,2024-07-01
10.8,2024-07-01
11.8,2024-07-01
14.9,2024-07-01
12.6,2024-07-01
14.1,2024-07-01
13.0,2024-07-01
13.4,2024-07-01
15.2,2024-07-01
16.1,2024-07-01
17.8,2024-07-01
14.9,2024-07-01
14.1,2024-07-01
12.7,2024-07-01
13.5,2024-07-01
14.9,2024-07-01
20.0,2024-07-01
16.4,2024-07-01
17.7,2024-07-01
19.5,2024-07-01
20.2,2024-07-01
21.4,2024-07-01
19.9,2024-07-01
19.0,2024-07-01
19.1,2024-07-01
19.1,2024-07-01
20.1,2024-07-01
19.9,2024-07-01
19.6,2024-07-01
23.2,2024-07-01
29.8,2024-07-01
13.8,2024-07-01
13.3,2024-07-01
16.7,2024-07-01
12.0,2024-07-01
14.6,2024-07-01
21.4,2024-07-01
23.0,2024-07-01
23.7,2024-07-01
25.0,2024-07-01
21.8,2024-07-01
20.6,2024-07-01
21.2,2024-07-01
19.1,2024-07-01
20.6,2024-07-01
15.2,2024-07-01
7.0,2024-07-01
8.1,2024-07-01
13.6,2024-07-01
20.1,2024-07-01
21.8,2024-07-01
24.5,2024-07-01
23.1,2024-07-01
19.7,2024-07-01
18.3,2024-07-01
21.2,2024-07-01
17.5,2024-07-01
16.8,2024-07-01
22.4,2024-07-01
20.6,2024-07-01
23.9,2024-07-01
22.0,2024-07-01
11.9,2024-07-01
24.0,2024-08-01
21.6,2024-08-01
34.7,2024-08-01
33.4,2024-08-01
36.2,2024-08-01
28.7,2024-08-01
22.9,2024-08-01
27.1,2024-08-01
16.5,2024-08-01
18.9,2024-08-01
15.0,2024-08-01
18.9,2024-08-01
21.7,2024-08-01
20.4,2024-08-01
18.2,2024-08-01
19.9,2024-08-01
23.1,2024-08-01
17.5,2024-08-01
20.2,2024-08-01
18.2,2024-08-01
13.6,2024-08-01
19.6,2024-08-01
15.2,2024-08-01
14.5,2024-08-01
15.6,2024-08-01
13.9,2024-08-01
16.6,2024-08-01
14.8,2024-08-01
18.4,2024-08-01
21.0,2024-08-01
12.7,2024-08-01
14.5,2024-08-01
13.2,2024-08-01
13.1,2024-08-01
13.5,2024-08-01
18.9,2024-08-01
20.0,2024-08-01
21.0,2024-08-01
24.7,2024-08-01
30.8,2024-08-01
34.9,2024-08-01
26.6,2024-08-01
25.3,2024-08-01
24.7,2024-08-01
21.2,2024-08-01
19.3,2024-08-01
20.0,2024-08-01
16.6,2024-08-01
14.4,2024-08-01
19.4,2024-08-01
19.7,2024-08-01
20.5,2024-08-01
25.0,2024-08-01
23.4,2024-08-01
18.9,2024-08-01
35.4,2024-08-01
24.7,2024-08-01
31.6,2024-08-01
23.3,2024-08-01
19.6,2024-08-01
18.7,2024-08-01
16.0,2024-08-01
22.2,2024-08-01
25.0,2024-08-01
33.0,2024-08-01
23.5,2024-08-01
19.4,2024-08-01
22.0,2024-08-01
17.4,2024-08-01
20.9,2024-08-01
24.2,2024-08-01
21.7,2024-08-01
22.8,2024-08-01
23.4,2024-08-01
24.1,2024-08-01
21.4,2024-08-01
20.0,2024-08-01
20.8,2024-08-01
21.2,2024-08-01
20.3,2024-08-01
28.0,2024-08-01
23.9,2024-08-01
24.8,2024-08-01
22.9,2024-08-01
23.9,2024-08-01
26.6,2024-08-01
22.5,2024-08-01
22.2,2024-08-01
23.6,2024-08-01
28.7,2024-08-01
22.6,2024-08-01
22.0,2024-08-01
22.9,2024-08-01
25.0,2024-08-01
20.6,2024-08-01
28.4,2024-08-01
21.4,2024-08-01
38.7,2024-08-01
43.8,2024-08-01
33.2,2024-08-01
27.5,2024-08-01
26.5,2024-08-01
18.6,2024-08-01
19.3,2024-08-01
20.1,2024-08-01
19.5,2024-08-01
19.5,2024-08-01
20.4,2024-08-01
19.8,2024-08-01
19.4,2024-08-01
21.7,2024-08-01
22.8,2024-08-01
18.8,2024-08-01
18.7,2024-08-01
18.5,2024-08-01
18.3,2024-08-01
21.2,2024-08-01
19.2,2024-08-01
20.4,2024-08-01
19.3,2024-08-01
22.0,2024-08-01
20.3,2024-08-01
20.5,2024-08-01
17.3,2024-08-01
18.8,2024-08-01
21.4,2024-08-01
15.7,2024-08-01
16.2,2024-08-01
18.0,2024-08-01
14.3,2024-08-01
19.2,2024-08-01
19.6,2024-08-01
23.0,2024-08-01
18.4,2024-08-01
15.6,2024-08-01
18.1,2024-08-01
17.4,2024-08-01
17.1,2024-08-01
13.3,2024-08-01
17.8,2024-08-01
14.0,2024-08-01
14.4,2024-08-01
13.4,2024-08-01
15.6,2024-08-01
11.8,2024-08-01
13.8,2024-08-01
15.6,2024-08-01
14.6,2024-08-01
17.8,2024-08-01
15.4,2024-08-01
21.5,2024-08-01
19.6,2024-08-01
15.3,2024-08-01
19.4,2024-08-01
17.0,2024-08-01
15.6,2024-08-01
13.1,2024-08-01
41.3,2024-08-01
24.3,2024-08-01
23.3,2024-08-01
27.0,2024-08-01
50.0,2024-08-01
50.0,2024-08-01
50.0,2024-08-01
22.7,2024-08-01
25.0,2024-08-01
50.0,2024-08-01
23.8,2024-08-01
23.8,2024-08-01
22.3,2024-08-01
17.4,2024-08-01
19.1,2024-08-01
23.1,2024-08-01
23.6,2024-08-01
22.6,2024-08-01
29.4,2024-08-01
23.2,2024-08-01
24.6,2024-08-01
29.9,2024-08-01
37.2,2024-08-01
39.8,2024-08-01
36.2,2024-08-01
37.9,2024-08-01
32.5,2024-08-01
26.4,2024-08-01
29.6,2024-08-01
50.0,2024-08-01
32.0,2024-08-01
29.8,2024-08-01
34.9,2024-08-01
37.0,2024-08-01
30.5,2024-08-01
36.4,2024-08-01
31.1,2024-08-01
29.1,2024-08-01
50.0,2024-08-01
33.3,2024-08-01
30.3,2024-08-01
34.6,2024-08-01
34.9,2024-08-01
32.9,2024-08-01
24.1,2024-08-01
42.3,2024-08-01
48.5,2024-08-01
50.0,2024-08-01
22.6,2024-08-01
24.4,2024-08-01
22.5,2024-08-01
24.4,2024-08-01
20.0,2024-08-01
21.7,2024-08-01
19.3,2024-08-01
22.4,2024-08-01
28.1,2024-08-01
23.7,2024-08-01
25.0,2024-08-01
23.3,2024-08-01
28.7,2024-08-01
21.5,2024-08-01
23.0,2024-08-01
26.7,2024-08-01
21.7,2024-08-01
27.5,2024-08-01
30.1,2024-08-01
44.8,2024-08-01
50.0,2024-08-01
37.6,2024-08-01
31.6,2024-08-01
46.7,2024-08-01
31.5,2024-08-01
24.3,2024-08-01
31.7,2024-08-01
41.7,2024-08-01
48.3,2024-08-01
29.0,2024-08-01
24.0,2024-08-01
25.1,2024-08-01
31.5,2024-08-01
23.7,2024-08-01
23.3,2024-08-01
22.0,2024-08-01
20.1,2024-08-01
22.2,2024-08-01
23.7,2024-08-01
17.6,2024-08-01
18.5,2024-08-01
24.3,2024-08-01
20.5,2024-08-01
24.5,2024-08-01
26.2,2024-08-01
24.4,2024-08-01
24.8,2024-08-01
29.6,2024-08-01
42.8,2024-08-01
21.9,2024-08-01
20.9,2024-08-01
44.0,2024-08-01
50.0,2024-08-01
36.0,2024-08-01
30.1,2024-08-01
33.8,2024-08-01
43.1,2024-08-01
48.8,2024-08-01
31.0,2024-08-01
36.5,2024-08-01
22.8,2024-08-01
30.7,2024-08-01
50.0,2024-08-01
43.5,2024-08-01
20.7,2024-08-01
21.1,2024-08-01
25.2,2024-08-01
24.4,2024-08-01
